"Soil_Data_ID","Event_ID","Date_SoilCollected","Sampling_Position","Earthworms","Sample_Type","Horizon_Type","Notes","Archived","Created_By","Created_Date","Updated_By","Updated_Date"
"9F276884-93CD-4F23-B3CE-A7E67C60F9CA","9034666E-4855-4365-8AA0-2C1607799C43",2019-08-08,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-08 13:00:45,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 13:35:51
"9FAF72BC-99F3-4EA6-AB2F-C11624CC3FD4","7F4E688A-6B99-4C9B-9655-EC66D5FDBB99",2012-08-23,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-23 12:43:34,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-08-23 14:09:15
"9FC9BD92-3F38-4BD8-A6AF-111E6D8C215A","4223A0D2-214B-4300-B591-593B2979994C",2013-09-16,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 10:53:21,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-16 14:10:37
"9FEFED1E-2FE7-4905-BA24-010F68F0AE1A","82255CE3-76C4-48B2-B615-321877885033",2011-10-04,"S2",NA,1,1,"20191202 ces: Sample 1 litter incorrectly entered as 4cm in 2011. Fixed to match datasheet after 100% datasheet check.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 10:51:41,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-02 11:42:41
"A0CFE4BF-5E87-462B-B1DF-97F3447E9BD2","50694170-B302-4C5E-97E3-31265DB5DFAA",2011-06-07,"S1",NA,1,1,"Tried 5 times rocky and roots under S1 sampling area",FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 13:46:45,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 13:57:06
"A198C4EF-62A5-49BB-8917-B2A242CC9B13","C5D5A504-7A8A-46FA-9430-8B76C08FA209",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-27 08:05:07,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-28 08:18:17
"A2051524-4B07-44D2-A35B-66B763E7CEF0","9FE5E58B-F3BA-4713-8F75-80143AA9FD91",2019-07-14,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-14 20:39:04,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-14 20:40:00
"A20A2304-EC08-49A0-81D8-2F649F02E1EF","5ED7E751-4F18-435D-87A3-7A2DD1B6323A",2019-11-25,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 08:15:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 08:16:01
"A26CDD9D-9675-4C9A-AEB0-AA4F3F5A6EF8","2F390300-8311-422D-876F-0968E333B8C1",2011-09-22,"S2",NA,1,1,"hydric soil present",FALSE,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-22 15:46:54,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-22 15:50:57
"A31BA806-5CBE-4B45-872A-4B42F5579AA9","F125EEE3-AE5C-4DB3-9C93-EA4FDBABBF54",2019-11-25,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 09:57:34,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 09:57:58
"A39EB9B5-3928-4AFE-8308-58149BC7100F","BD655266-C989-4F39-9ED0-DABFD2062A07",2019-08-09,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-09 08:43:01,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 12:56:17
"A4488961-F41C-4721-9C01-00CBF45C3685","1EE17F28-5A55-44DF-89E5-41F0720E0DF5",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-12 08:14:49,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-27 09:00:06
"A47C5EA2-042B-45A6-ACF0-2225DD9B6D1C","5A232E75-79A8-4351-8B31-7E24CFA6518D",2011-06-07,"S1",NA,1,1,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 15:19:30,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 15:27:23
"A4A29899-BFCA-44A7-BAD8-B471CA9B9D91","2317F6F2-878E-4E00-B167-425D21FDB144",2019-07-18,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-07-18 10:11:16,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-07-18 10:12:03
"A5171819-9F54-4187-86AE-7C7957C0B1CB","CFE7C5DE-4018-4F24-BF59-DEEAF96CD75C",2011-06-07,"S1",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-08 16:36:55,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-08 16:42:17
"A523A9B2-884A-4874-9407-216CF7349558","8A03391D-F8EE-41D7-8EB0-FC51E6475E72",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 10:27:22,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 10:32:34
"A57F19B3-BDED-4253-87B2-8FDD719613D0","AA6BF346-57A7-4901-A415-6854B8DE6B58",2019-08-07,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-07 10:41:11,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-07 10:41:12
"A5AE4BA9-5197-41E4-ADFA-B4D3B6912796","10CB6CC0-714D-4740-B618-B3FFEEA57BFE",2011-08-22,"S2",NA,1,3,NA,FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-22 16:17:13,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-22 16:22:36
"A5B2FA1E-B566-4A51-A791-500B48236B43","E4FB3323-7C4D-4E15-88C3-8CC019E84192",2012-09-17,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-17 09:01:56,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2012-09-17 10:54:53
"A5C03BE3-5403-467D-87A6-E3FF6D3226C9","6E76171B-5BC9-4C86-BEE8-944609254F33",2012-09-18,"S2",NA,1,3,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-09-18 07:53:55,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-09-18 16:47:32
"A5FFC8BF-56FC-488A-9E1E-CBF92FAEBFA4","7CB2F735-ABAB-4085-9775-18F627D844C8",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 20:35:27,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-26 20:37:18
"A601F576-BB3F-4216-9469-65EC8D34FA11","BF016A26-7623-434C-BD67-59F845AEE574",2019-11-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 12:28:11,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 13:37:47
"A62DEB40-BD47-4DEA-9E82-0F488027238E","56F0A394-7254-4DDC-8FE0-352B698EADE7",NA,NA,NA,NA,NA,"Soils not collected at Deer Plots",FALSE,NA,2011-09-26 16:48:07,NA,2011-09-26 16:48:07
"A6CE219C-7123-46DA-88D2-AC0A938C13E6","B6E06E21-8488-45CA-BEAA-8DCAD687F491",2011-09-07,"S2",NA,1,3,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-07 11:45:12,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2011-09-07 11:52:44
"A702E16E-D88C-43B5-8724-F9C079371E86","142ED751-7262-4031-995B-E1C1D1473744",2011-09-06,"S2",NA,2,3,NA,FALSE,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-06 14:27:08,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-06 16:13:11
"A7C9AFBF-A266-4A06-BA15-92B48E160C31","92504A8F-1A18-4CB4-81A5-F4D34619B969",2020-04-03,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-03 12:50:26,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-03 12:50:58
"A7D1078C-478B-4520-B005-AC480A99DB8C","6813D979-DAB8-4B8E-B3CC-56CEE25CADF8",2019-11-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 12:24:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 13:44:51
"A8912D0E-4659-4861-89D7-3E7CDC003ABA","D793A215-53D6-4793-962C-17269E2344BC",2012-08-06,"S1",NA,1,3,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-06 08:31:15,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-06 15:01:13
"A926CD60-42C5-4BFC-A81B-A258ED436AD3","528AA12E-B18E-410E-ABF0-950F23F7C16B",2019-11-13,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-13 16:43:48,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-13 16:44:01
"A9430E60-C598-44BF-8195-D5B126BF4049","B71A6DEA-3E7B-42E9-8F62-B2C5606FD371",2019-11-21,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-21 16:12:29,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-09 15:51:55
"A9461E52-BEFD-4F02-9C0A-29E9B91A587D","D1D5439A-FAAC-41C6-83A5-0BEE8EA0A52C",2019-08-09,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-09 10:25:18,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 14:31:21
"AA12B03B-6D34-49DA-99A8-F00032F56E2A","FBEB2AA2-646F-45F3-B3CA-00F6E71F76BC",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-07-17 09:00:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-03 12:57:45
"AA7F86C9-E053-4D6F-90F6-2E4D7C659EA4","06FDB1BB-1BFC-4842-9C2C-FF21A1C13FD7",2013-07-30,"S2",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-30 08:07:59,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-30 12:00:47
"AA92386A-5EA8-4C1B-8A0D-A5C881B2014D","B7AC8F5B-E83D-4237-B1EC-3124E4B4A9FB",2011-06-07,"S1",NA,1,3,NA,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 09:01:02,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-28 09:02:58
"AA9B00D3-AA17-4E7E-B4AF-CC28EFEDBCA7","AF1B860E-8D44-4F08-A100-C6E29612D50E",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-07-22 07:39:59,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-23 15:15:52
"AAA33822-95E4-4B88-BB4C-34AC58FFF4EA","33238FC8-7E58-4622-B5F2-0367DABC82DF",2012-08-27,"S2",NA,1,1,NA,FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-27 12:41:47,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-27 14:01:58
"AAA4FCA4-21E8-42CE-B32F-EF423FDC821E","7762187F-620A-48B3-B163-FA8B67CC87D4",2013-08-26,"S2",NA,1,1,NA,FALSE,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-08-26 14:19:38,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-08-26 16:19:35
"AAE2F3E4-7317-4820-BCA6-ACE704DF0DCE","EA2BFC95-C96F-4697-93E4-03483D6E121B",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-12 10:04:32,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-01 09:46:40
"AB500621-640E-44EA-A0DD-3846F4FCED33","4ED8311C-59FC-4CD9-86B1-AC722F08A709",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,NA,2013-08-13 08:34:50,NA,2013-08-13 08:34:50
"AC4D58F0-085E-4703-887F-08F2EE27B234","759B713E-B2E4-4EC5-8FCA-38CD8381AB42",2011-06-07,"S1",NA,1,3,NA,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 08:52:42,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 08:54:22
"AD336F77-E4B3-4031-9BF3-4F9CD8F4D466","F454B7AE-71FB-4CE7-8F69-1CEDEA85B433",2019-09-24,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-24 15:02:55,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-09-24 15:04:58
"AD477A4B-C29C-495C-8FB9-06966A038235","5C2DE677-0D8D-4D8D-865B-222F8B3247F4",2011-06-07,"S1",NA,1,1,NA,FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 16:49:15,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 16:52:47
"AD73EE37-87BA-4874-B224-FD54D6366804","F3E1F449-D15B-4952-B78E-13F3258E9433",2011-08-17,"S2",NA,1,3,"Sandy soil",FALSE,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 13:44:42,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 13:50:14
"AD7CBF65-14DB-402B-9A59-3E4386BA7E60","49958FEF-90B3-464A-9D56-964CD0AE1E2B",2019-08-19,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-19 09:55:24,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-18 09:56:37
"AD8613AA-5B5D-4C95-9B54-666320C3F89D","E628D875-231D-409E-8E21-17051D69511C",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 14:18:18,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-22 14:21:04
"AD91292D-CD8B-44E8-9B57-46863245AE4A","2FFC3017-A787-4BEA-8E46-6D68A2CC47BD",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-16 11:05:54,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-16 15:32:23
"AE43B9B7-C43D-45A0-98E8-04DE699489C8","3EB2830E-AF38-4FE7-90A8-B11FBDC1A536",2013-09-05,"S2",NA,1,1,NA,FALSE,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-09-05 09:05:59,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-09-05 12:24:04
"AEEFC777-137D-431C-BD8B-F338735EF055","85B63AEA-9522-4A5E-8412-B8DF43B993BF",2019-12-02,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-02 14:04:21,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-02 14:04:39
"AF1E6679-5B90-4DAE-9D01-5C6BDC2925EB","81B31822-4264-4724-8546-9F79EB17BCD1",2013-08-22,"S2",NA,1,1,NA,FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-08-22 08:44:43,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2013-08-22 13:39:57
"B000707D-75F5-4F0D-8B0F-399655F49E11","59B36CA8-FF11-45DB-8D0F-F43DDA879A0E",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-16 07:55:48,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-02 11:15:48
"B0855637-DE34-48D5-8394-F3A68EAE5596","8E22922F-CE5B-458A-9ED0-CD8466D93469",2013-07-30,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-30 07:59:14,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-30 14:32:52
"B122F7E2-EDF5-4C4C-BF4E-1F620EAE9B8F","2405421A-5553-483A-B4E0-F0892225F8E4",2020-04-01,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-01 16:01:01,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-04-01 16:01:07
"B1386123-7C5A-423E-A4A7-E8B639CF91F8","DDC0AF80-01FF-4E0C-B70C-A80446EA7F52",2012-07-31,"S2",NA,1,3,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-07-31 13:51:04,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-07-31 16:51:35
"B14A600C-39CC-47C8-91AE-FAF3E6FC0F6A","8A98C802-E0AE-4BC1-9F94-B678C50110F8",2013-09-10,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-10 08:22:46,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-10 12:39:46
"B1AA2545-A5D4-4216-A225-1ADBBF8CA3DF","ECABF9B2-8B4C-470D-B0DB-96C84DE74286",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,NA,2013-08-13 08:48:34,NA,2013-08-13 08:48:34
"B1DD1761-C48F-4D47-B4C5-A67F3FC71F9E","1B497342-DA75-4E18-9F91-EA4D7D1A57C3",NA,NA,NA,NA,NA,"No soils collected at COLO",FALSE,NA,2013-08-08 11:51:10,NA,2013-08-08 11:51:10
"B1E669E4-AAEC-45D5-9A9C-050158A1DCA8","41D47D04-BF2F-4633-B1DE-56B3F888BFA1",2012-08-01,"S2",NA,1,1,NA,FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-01 13:46:11,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-01 17:08:21
"B2185429-31B1-4BB6-B377-20FD7CEFAB33","11D91CC1-0D12-421D-89EC-85E6929A9109",2011-06-07,"S1",NA,1,3,"Soil location on top of berm",FALSE,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 15:45:34,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 15:49:04
"B2C4B716-30D9-432F-B79D-61B0892B1AC4","11711868-8F01-470D-A8DB-F03C1502FEDB",2019-11-25,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 14:46:23,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-25 14:48:10
"B32472D0-140C-4C51-9651-4397FE09B0E8","A0BA4362-D04F-4A16-9E33-A06EE2AC3272",2011-09-09,"S2",NA,1,1,NA,FALSE,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 11:31:04,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-09-09 11:41:30
"B3A0F234-F931-48EC-9E5E-6558CBBF1D0D","A0D7000E-1D82-4C72-AC0D-98C29D468F72",2011-08-22,"S2",NA,1,3,"2011 note: O present but not enough to collect (1/4-1/2 cm depth)",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-22 11:01:30,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-22 14:51:34
"B3AD5101-8AA8-452B-9DFE-E6B942D8BB11","BCCFE7E0-57D1-4B05-A955-3DDA7832A80F",2013-07-31,"S2",NA,1,1,NA,FALSE,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-07-31 08:16:16,"{0880C00B-EF4A-43FD-9A3A-69C6B18A1D69}",2013-07-31 11:09:03
"B3D80530-EC5D-4818-890E-63B642D6080D","62132022-3826-4522-AD8B-38AE4AD3760A",2011-06-07,"S1",NA,1,1,NA,FALSE,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 10:37:13,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 10:41:24
"B44687CA-8C38-4780-9212-39CCD121BE29","FA391B2B-DF0C-4888-87F3-81C6CD49F3B1",2019-12-06,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-06 16:41:24,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-06 16:42:14
"B4888693-BA4B-4429-8C30-E0C22E536337","A2DDFA7F-0A3D-4576-9D7A-3743EB3FC68C",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-08 08:16:12,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-23 13:36:24
"B490AF03-D031-4BA7-A17E-E196B119D326","5D37B9A4-6697-4CC9-B076-994812CFEB4B",2011-09-08,"S2",NA,1,1,NA,FALSE,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-08 17:07:13,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-09-08 17:13:04
"B53713EC-AA7B-4E5F-B3ED-32330D9E5578","1B3E6A0B-BB0B-42C6-B867-13B3B9620E04",2011-06-07,"S1",NA,1,3,NA,FALSE,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-08-31 17:19:41,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-08-31 17:26:50
"B53B98B0-FFA6-443A-887A-C77C1FE789A6","06575C31-1D1D-4750-A04A-B6C1F8D15D28",2019-11-14,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-14 14:33:18,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-11-14 14:34:22
"B54E81EF-D5CA-4DC8-92B6-59F5660289CD","3F0B3746-3A26-4337-B6B7-DB0C9682C7FE",2012-08-06,"S2",NA,1,3,"Original 2011 soil samples lost.  Jim Comiskey resampled one year later.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-04 15:52:40,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 09:21:37
"B554BA76-9BCA-433B-B672-8BEE5D031ECD","2D027AE3-0954-485D-B725-33ED2BF6B0E5",2012-08-14,"S2",NA,1,3,NA,FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-14 12:55:44,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 08:37:12
"B5F2E54B-C5F5-4295-83E9-00677CE07F70","FC143F1E-A88A-4F90-8E19-6B4AE7692BCB",2012-09-24,"S2",NA,1,1,NA,FALSE,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-09-24 08:33:55,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-09-24 10:33:47
"B6749BED-536A-40E9-A5E9-418E3AC51231","17B64A4C-428B-417B-934A-C19D9E219DF4",2019-07-14,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-14 20:37:20,"{F6CEB8C1-5112-4897-BA31-ACA72F50C22F}",2019-07-14 20:38:16
"B78569F1-BEBF-41C6-A32A-7A55B8680274","F345A451-90F2-4158-808D-7DFA61899FF0",NA,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-11 08:52:00,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2020-01-27 09:00:20
"B834D872-ED5D-4DD9-8E06-AE873B53834C","D23385F0-C8C5-457C-BDFB-1FFD11161B2E",2013-09-11,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-11 08:17:18,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-11 12:12:13
"B8EB763F-23F7-443D-8E92-2DCFB22A615B","4491F22C-D824-4C86-969A-3DC46F5ADCB0",2012-08-02,"S2",NA,1,3,"Original 2011 soil samples lost.  Jim Comiskey resampled one year later.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-03 17:14:55,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 10:16:48
"B93E8657-A373-48C3-A155-541E64D71C5E","79422DC8-50A8-4FAB-9F3D-5748179349D6",2013-08-20,"S2",NA,1,1,NA,FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-20 08:36:53,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-08-20 11:42:49
"B94F537B-8063-4A7C-9680-BE2D3E7165E5","3966214A-FC48-46C1-92A4-30AB4993E9C6",2019-12-11,NA,NA,NA,NA," ++ Soil not scheduled for sampling this year. ++",FALSE,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-11 08:42:32,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-12-11 08:48:04
"B983989E-AFE6-4FAA-B5EF-97B87DFA5082","8DB0AE7D-F5CF-45B1-9E20-176ED13B52F8",2012-08-06,"S2",NA,1,3,"Original 2011 soil samples lost.  Jim Comiskey resampled one year later.",FALSE,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-08-03 15:24:45,"{82BD4E92-4D30-461C-8C0E-800F9ED909CC}",2013-05-14 09:21:52
