"LabResult_ID","Soil_Data_ID","Unit_Code","Plot_Number","Sampling_Year","QA.QC","Layer","Date_SoilCollected","Date_Dry","UMO_Sample","soil.pH","X..LOI","X..TN","X..TC","Ca","K.Reported","K.Analysis","Mg","P.Reported","P.Analysis","Al.Reported","Al.Analysis","Fe.Reported","Fe.Analysis","Mn","Na.Reported","Na.Analysis","Zn.Reported","Zn.Analysis","acidity.Reported","acidity.Analysis","ECEC","Notes","Appended_Date","Appended_By"
"24D3E89C-BC71-46BF-AD9F-B66FDCCF5062","FEFFA4F8-C16C-4C21-B63B-196FC1F3296E","PETE","139","2012",FALSE,"10 cm",2012-09-10,2012-09-27,"112",4.3,2.3,0.08,1.28,46,"21.84",22,7.7,"1.6",1.6,"65.06",65,"3.04",3,6.6,"2.01",2,"1.5",1.484,"1.7568",1.8,2.1,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"251CF1E9-4D7B-4EBB-ADD1-CC1814761604","99564BC8-D77F-4C4F-9C01-5950EEABD0CB","VAFO","241","2010",FALSE,"O/A",2010-08-03,2010-08-24,"3",6.15,24.4,0.7823,13.03,4337.28,"151.86",151.86,779.58,"9.92",9.92,"6.5",6.5,"3.82",3.82,11.2,"14.4",14.4,"1.52",1.52,"< 0.2",0.2,NA,NA,2011-06-07 10:38:37,NA
"257328F0-D876-4FE7-B320-7D85622733A2","8D4B9534-586D-46A0-82DB-65F2957C4F0F","FRSP","204","2013",FALSE,"A",2013-08-22,2013-09-16,"19",4.36,3.8,0.077,1.895,18.76,"55.22",55.22,9.348,"0.992",0.992,"178.44",178.44,"< 0.2",0.2,42.98,"5.522",5.522,"0.618",0.618,"3.6",3.6,3.93597458874049,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"2686FB6A-8B0E-4587-B263-08A5BDF342AF","BCF83F61-D905-49E9-BEDC-93B183B1834B","FRSP_FRED","003","2011",FALSE,"O",2011-08-21,2011-08-27,"42",3.93,NA,0.9625,24.51,310.85,"331.95",331.95,130.65,"27.845",27.845,"557",557,"108.2",108.2,89.05,"17.765",17.765,"9.965",9.965,NA,NA,NA,NA,2012-04-10 00:00:00,NA
"26955C3A-B0C9-4B5A-A0D7-36F79CB9B8F6","66CF0D90-D4C8-43A7-A956-E4971DC99E95","RICH","314","2010",FALSE,"A",2010-09-21,2010-09-22,"96",4.31,3.5,0.07551,1.624,114.1,"22.84",22.84,17.4,"5.3",5.3,"60.98",60.98,"12.86",12.86,10.76,"6.08",6.08,"0.36",0.36,"1.386",1.38599999999999,NA,NA,2011-06-07 10:38:37,NA
"26A9D08D-47AD-4FA2-B403-D5BDCE2A8889","C1A7E7F0-E59C-4F88-9EFF-BFF63A77D997","RICH","203","2013",FALSE,"A",2013-08-15,2013-08-26,"78",4.49,2.5,0.054,1.456,26.06,"27.52",27.52,9.29,"1.262",1.262,"74.7",74.7,"6.84",6.84,1.512,"4.834",4.834,"0.252",0.252,"1.6",1.6,1.8981619283677,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"27159889-1E5E-4315-97D4-41E81FF5DEF5","86C2489C-0D24-4265-89F3-2E60E3886CC1","FRSP_SPOT","060","2011",FALSE,"10 cm",2011-08-31,2011-09-14,"58",5.43,4.7,0.1194,1.961,396.2,"80.74",80.74,105.24,"0.976",0.976,"14.392",14.392,"2.07",2.07,58.78,"4.074",4.074,"0.71",0.71,"0.396",0.396,3.4673820466673,NA,2012-04-10 00:00:00,NA
"27832C02-E005-4AF8-AB05-FBB25E5A52FD","598ED9E5-D5A0-457B-8BC7-F4076CA61953","FRSP","117","2012",FALSE,"10 cm",2012-09-05,2012-09-27,"17",4.5,5.6,0.12,2.31,174,"52.16",52,30,"2.83",2.8,"125.46",125,"1.194",1.2,66,"2.706",2.7,"1.7",1.69,"2.5376",2.5,3.8,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"28716DEE-7BED-4A8A-AA87-7B6915BE70EA","A26CDD9D-9675-4C9A-AEB0-AA4F3F5A6EF8","RICH","073","2011",FALSE,"O",2011-09-20,2011-09-25,"97",4.25,19.1,0.4018,9.052,396.5,"173.7",173.7,130.25,"6.65",6.65,"267.5",267.5,"156.5",156.5,10.955,"53.25",53.25,"7.53",7.53,"5.94",5.94,9.67028372433246,NA,2012-04-10 00:00:00,NA
"2948A36A-43D6-415A-9A05-75B5A5D183F2","4D34B854-3DE6-4E89-8051-8A2A5A093313","THST","212","2013",FALSE,"A",2013-08-28,2013-09-13,"89",5.36,5.9,0.22,3.355,471.8,"141.74",141.74,101.02,"2.012",2.012,"52.42",52.42,"1.634",1.634,22.18,"7.044",7.044,"1.372",1.372,"0.8",0.8,4.38357281003652,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"29930748-BE75-4EB1-8F82-ED7E8CA0F580","9B9DF25A-515E-44C8-AF98-2C331C2EF8C5","PETE","191","2013",FALSE,"A",2013-09-11,2013-09-16,"67",5.39,5.3,0.152,2.546,686.4,"98.26",98.26,112.44,"3.096",3.096,"11.26",11.26,"< 0.2",0.2,24.28,"6.054",6.054,"1.374",1.374,"0.4",0.399999999999997,5.03505818572195,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"29F7D1C6-DDFB-4800-ABE5-5C0640094030","66CF0D90-D4C8-43A7-A956-E4971DC99E95","RICH","314","2010",FALSE,"O",2010-09-21,2010-09-22,"95",NA,NA,0.6557,15.99,1246.5,"223.9",223.9,132.4,"38.95",38.95,"84.6",84.6,"15",15,270.35,"26.2",26.2,"6.35",6.35,NA,NA,NA,NA,2011-06-07 10:38:37,NA
"2A2E9F80-C78A-4FE1-B6FF-B34B7B508169","9290B81B-5E7C-41A2-B1DD-ADCD72E636FF","PETE_FIVE","069","2011",FALSE,"10 cm",2011-08-14,2011-08-27,"85",6.06,NA,0.4903,13.32,7210,"249.95",249.95,149.4,"47.55",47.55,"15.05",15.05,"8.105",8.105,35.815,"40",40,"< 0.2",0.2,NA,NA,38.0928009851283,NA,2012-04-10 00:00:00,NA
"2B410485-6798-44E5-BC5B-642EDFF4F851","B8EB763F-23F7-443D-8E92-2DCFB22A615B","VAFO","037","2012",FALSE,"10 cm",2012-08-02,2012-09-27,"130",5,9.8,0.31,4.06,399,"79.46",79,90,"3.056",3.1,"113.28",113,"1.374",1.4,90,"11.432",11,"5.3",5.282,"2.5376",2.5,5.5,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"2C6A7F91-7B26-40AC-B092-DBF5ADA9809C","0AFE8D93-EE65-4639-84DE-B04C1284482E","PETE_EAST","021","2011",FALSE,"10 cm",2011-08-11,2011-08-27,"70",4.94,3.8,0.1274,1.721,486.2,"52.88",52.88,57.78,"1.496",1.496,"42.46",42.46,"2.356",2.356,26.38,"3.136",3.136,"3.562",3.562,"0.99",0.989999999999989,4.04543330491616,NA,2012-04-10 00:00:00,NA
"2CA1FDAD-E8B9-446A-B916-60E1B659AA79","998A8993-F991-4937-9900-8F6ABE7E0888","PETE_FIVE","269","2010",FALSE,"A",2010-08-19,2010-08-31,"33",4.17,7.2,0.08174,2.339,33.08,"48.94",48.94,10.02,"2.08",2.08,"257.44",257.44,"15.06",15.06,6.66,"3.34",3.34,"0.9",0.9,"3.564",3.564,NA,NA,2011-06-07 10:38:37,NA
"2D671C89-99F6-4DEC-9CB2-90D6B94E25DD","3B09E4CD-3382-4A2A-B530-AFCD71F36F60","FRSP_CHWILD","046","2011",FALSE,"O",2011-08-23,2011-09-05,"22",4.35,26.7,0.6628,12.36,96.5,"155.15",155.15,66.85,"6.63",6.63,"494.3",494.3,"116.95",116.95,5.97,"44.15",44.15,"4.97",4.97,"7.425",7.42500000000001,9.04646535210972,NA,2012-04-10 00:00:00,NA
"2E8C8E09-7C40-4814-81E1-C037B5E503FB","607D9B48-2F14-43BA-9594-3F7B3884DDB6","GETT","030","2012",FALSE,"O",2012-08-06,2012-09-17,"62",5.5,16.4,0.56,7.88,2430,"114.8",115,504,"5.975",6,"10.44",10,"3.565",3.6,101,"27.125",27,"4.9",4.85,"1.464",1.5,18.2,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"2F23E243-551B-46DE-A6E4-AEA51F18BECB","91A9C46A-3A35-4F3A-B4A9-DEECEB91AC2D","FRSP_FRED","273","2010",FALSE,"A",2010-08-23,2010-08-31,"38",3.79,13.8,0.1989,6.834,170.55,"84.25",84.25,48,"6.9",6.9,"322.5",322.5,"33.6",33.6,17.55,"6.25",6.25,"3.4",3.4,"5.94",5.94,NA,NA,2011-06-07 10:38:37,NA
"2F4DA7DC-724B-4B9B-8902-5A4CC70AD05A","CDDA8F19-566D-4F6E-AE2A-F41775387112","VAFO","041","2012",FALSE,"10 cm",2012-08-02,2012-09-05,"135",5.3,10.5,0.33,5.51,870,"127.96",128,212,"4.086",4.1,"67.94",68,"2.31",2.3,49,"4.654",4.7,"2.9",2.866,"0.976",1,7.4,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"2F58D8DB-FEC0-4A42-BCA0-B654F1D37308","9848B317-FE53-41F9-8370-C6DD4491A4AD","GETT","356","2012",FALSE,"10 cm",2012-08-09,2012-09-27,"80",5.3,11.8,0.3,5.11,1246,"104.16",104,135,"2.944",2.9,"47.66",48,"3.824",3.8,86,"5.724",5.7,"2.4",2.406,"0.976",1,8.6,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"2F81E3F2-2E5D-4848-A264-530C81B62415","72AC3373-FB43-4DFB-9ECE-A6C344822EDB","HOFU","165","2013",FALSE,"A",2013-07-24,2013-08-23,"60",4.66,11.1,0.212,3.738,163,"97.54",97.54,47.98,"2.48",2.48,"304.8",304.8,"1.86",1.86,69.36,"8.41",8.41,"3.182",3.182,"4.8",4.8,6.29592525233389,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"30CA6B73-6691-4D7D-AA41-55956E1B98FF","DCDD852B-0FAD-4515-A32C-BC30BCDE7014","FRSP_FRED","274","2010",FALSE,"10cm",2010-08-24,2010-08-31,"39",5.59,7.5,0.1841,3.216,382.36,"103.08",103.08,70,"2.2",2.2,"49.72",49.72,"0.9",0.9,48.92,"2.62",2.62,"1.06",1.06,"0.594",0.594,NA,NA,2011-06-07 10:38:37,NA
"30D594AE-5C99-4005-8BCE-D8EA0972CE9B","B1E669E4-AAEC-45D5-9A9C-050158A1DCA8","HOFU","085","2012",FALSE,"A",2012-08-01,2012-09-05,"95",4.5,9.5,0.19,5.45,71,"117.16",117,16,"1.366",1.4,"377.6",378,"0.992",1,118,"7.914",7.9,"4.2",4.18,"7.6128",7.6,8.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"325AF186-14B5-4A6C-A4A2-A6F0DAE484AA","B93E8657-A373-48C3-A155-541E64D71C5E","FRSP","225","2013",FALSE,"O",2013-08-20,2013-09-06,"39",4.53,NA,0.603,15.346,1810,"253.75",253.75,219.3,"16.645",16.645,"299.15",299.15,"6.085",6.085,219.65,"23.06",23.06,"11.125",11.125,"6",6,17.6041761232673,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"328E8791-77BA-42ED-8C59-C6202CF69846","CA1DA6B6-2193-4C1A-BA37-66CBB05B10AB","PETE","103","2012",FALSE,"10 cm",2012-09-12,2012-09-27,"98",4.9,4.8,0.09,2.32,274,"43.32",43,27,"1.928",1.9,"76.8",77,"4.134",4.1,15,"1.972",2,"0.6",0.632,"1.3664",1.4,3.1,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"330D5685-8CA6-4174-B826-07BAE92350FB","B32472D0-140C-4C51-9651-4397FE09B0E8","FRSP_CHWILD","048","2011",FALSE,"O",2011-08-23,2011-09-22,"26",3.8,NA,1.174,32.6,550.5,"759",759,340.95,"76.85",76.85,"213.85",213.85,"38.365",38.365,235,"30.705",30.705,"17.66",17.66,NA,NA,NA,NA,2012-04-10 00:00:00,NA
"3371E964-D3D8-447F-914C-3F9BE545657C","EBC3D23A-CC3E-4617-8B35-129FFBEE3055","GETT","087","2012",FALSE,"10 cm",2012-08-06,2012-09-17,"72",5.6,10.8,0.36,4.49,2326,"109.3",109,507,"5.256",5.3,"3.708",3.7,"1.168",1.2,10,"18.98",19,"0.7",0.654,"0.1952",0.2,16.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"35F50B33-252D-4578-8CD5-A861E543582B","A26CDD9D-9675-4C9A-AEB0-AA4F3F5A6EF8","RICH","073","2011",FALSE,"A",2011-09-20,2011-09-25,"96",4.32,6.4,0.1684,3.056,48.6,"47.94",47.94,40.56,"1.616",1.616,"259.6",259.6,"55.3",55.3,1.342,"22.54",22.54,"2.822",2.822,"4.356",4.356,5.153435856146,NA,2012-04-10 00:00:00,NA
"361D6028-CD2A-4EE2-80E3-77EC709BED6E","89579B2A-AE5D-4D93-AF26-38BCBF032290","FRSP","118","2012",FALSE,"10 cm",2012-08-28,2012-09-17,"18",5,6.4,0.12,1.78,577,"69.66",70,74,"1.468",1.5,"32.06",32,"1.784",1.8,16,"5.608",5.6,"1.6",1.562,"0.976",1,4.7,"No organics",2013-05-14 10:21:09,"Adam J Kozlowski"
"37DA34FD-8D66-485B-B435-490861E3BE5D","571AC354-08EF-4D7D-9F87-86803250B23B","PETE","194","2013",FALSE,"O",2013-09-11,2013-09-16,"72",3.73,NA,NA,NA,1551,"490.55",490.55,202.35,"42.865",42.865,"219.85",219.85,"21.395",21.395,54.1,"37.8",37.8,"8.925",8.925,"10",9.99999999999998,20.839383505415,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"38564439-C35C-4662-9E35-B4865BBAC70B","2EE9AF08-0D75-4AF9-9219-008B1E484C13","RICH","303","2010",FALSE,"A",2010-09-15,2010-09-22,"78",4.02,12.3,0.2644,6.707,77.02,"107.5",107.5,24.3,"2.92",2.92,"298.4",298.4,"25.42",25.42,16.26,"5.6",5.6,"2.5",2.5,"5.544",5.544,NA,NA,2011-06-07 10:38:37,NA
"38B97137-5550-4405-AC89-2654F1470DCA","60E36226-3A35-40E5-BDB5-1D08C11BBD36","FRSP_CHWILD","055","2011",FALSE,"A",2011-08-30,2011-09-22,"29",4.68,5.5,0.08342,1.972,35.94,"44.98",44.98,33.64,"1.184",1.184,"165.28",165.28,"4.696",4.696,24.08,"2.926",2.926,"0.932",0.932,"2.178",2.178,2.76233253028533,NA,2012-04-10 00:00:00,NA
"3914720A-9B69-4993-8E24-2CD423892B38","80A4A517-B82D-418C-A372-4CBBB7E15D52","RICH","5250","2013",FALSE,"A",2013-09-04,2013-09-16,"88",4.7,5.2,0.181,3.041,101.66,"49.74",49.74,27.72,"1.466",1.466,"100.1",100.1,"10.804",10.804,5.614,"6.804",6.804,"0.802",0.802,"2",2,2.89324303305863,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"3981B31C-2B0C-448F-8699-62BCC5488FDA","52A520CF-54AF-4488-B402-1034C77B10D3","FRSP_SPOT","290","2010",FALSE,"A",2010-09-07,2010-09-22,"59",5.47,8.8,0.2379,3.833,718.34,"101.4",101.4,197.34,"3.82",3.82,"19.38",19.38,"0.58",0.58,108.6,"6.18",6.18,"1.86",1.86,"0.396",0.396,NA,NA,2011-06-07 10:38:37,NA
"39A755AA-830D-4C25-B813-0757F3A20A20","50D9E3C6-4CB0-4AC7-9025-148C4ED2B4CE","RICH","129","2012",FALSE,"10 cm",2012-09-13,2012-09-30,"115",4.7,7.3,0.26,4.04,509,"87.44",87,81,"3.622",3.6,"63.06",63,"8.94",8.9,20,"3.864",3.9,"2.5",2.51,"1.3664",1.4,4.8,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"3A3ED8B4-5D9A-4D60-B57F-5C8DEAD954E2","04EB2A78-1631-4091-B6E6-63E77EFFE370","VAFO","077","2012",FALSE,"O",2012-07-31,2012-09-05,"140",3.8,39.4,0.79,19.4,538,"197.55",198,130,"21.77",22,"497.9",498,"67.5",68,63,"16.295",16,"16",15.805,"13.176",13.2,17.5,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"3A5DAB0E-5FDE-40A3-A876-95BCCD2BBF81","50100180-72BB-4645-8BAE-773C65D10174","FRSP_FRED","272","2010",FALSE,"10cm",2010-08-23,2010-08-31,"36",4.76,7.2,0.1431,2.793,57.88,"97.08",97.08,19.36,"2.26",2.26,"183.08",183.08,"0.6",0.6,53.02,"3.82",3.82,"1.1",1.1,"2.772",2.772,NA,NA,2011-06-07 10:38:37,NA
"3B34CAB5-B17D-4310-AE7D-E0EDEBE33D96","4E1171C7-4F7A-4C86-9086-380A9B506272","APCO","099","2012",FALSE,"10 cm",2012-08-15,2012-09-30,"2",4.5,9.5,0.2,3.06,574,"137.8",138,214,"2.754",2.8,"73.46",73,"1.568",1.6,88,"5.744",5.7,"1.8",1.836,"1.7568",1.8,6.8,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"3BB92DA9-90B7-47F5-99EB-56475EFD37A0","D5E769BE-97F4-425E-857A-165973E0D10A","GETT","168","2013",FALSE,"A",2013-07-29,2013-08-26,"47",5.94,11,0.325,4.659,3102,"98.2",98.2,591.2,"2.39",2.39,"3.624",3.624,"0.454",0.454,33.36,"13.06",13.06,"2.452",2.452,"< 0.4",0.4,20.6837771252355,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"3BF809CA-732E-4352-9586-3DEB8B76D898","8187F5CD-C201-43AA-8823-C9D7DC26DA0E","GETT","252","2010",FALSE,"10cm",2010-08-09,2010-08-24,"15",5.38,11.8,0.4114,5.362,1417.96,"93.78",93.78,358.4,"3.32",3.32,"10.52",10.52,"3.16",3.16,21.98,"6.64",6.64,"2.16",2.16,"0.198",0.197999999999999,NA,NA,2011-06-07 10:38:37,NA
"3E25E5AA-BF7B-4B1C-9DCA-7BAF6248897D","CCE97429-F9F8-4C76-AB63-2EF91959C661","VAFO","081","2012",FALSE,"O",2012-07-31,2012-09-05,"145",4,9.3,0.25,4.69,271,"39.2",39,35,"5.324",5.3,"666.4",666,"29.12",29,30,"3.42",3.4,"4.2",4.166,"12.688",12.7,14.4,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"3E2A10E4-C2C6-46F1-A97E-45AF8A41FC07","B834D872-ED5D-4DD9-8E06-AE873B53834C","PETE","196","2013",FALSE,"A",2013-09-11,2013-09-16,"74",4.37,8.6,0.103,3.253,26.98,"45.06",45.06,10.7,"1.068",1.068,"239.8",239.8,"9.288",9.288,12.502,"5.704",5.704,"< 0.2",0.2,"4",4,4.36300881037332,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"3E46F568-5F79-481F-840E-B8C4A8A181C0","6535B281-8EEA-4258-94A0-149834126BF0","FRSP_SPOT","017","2011",FALSE,"A",2011-08-31,2011-08-31,"49",5.69,2.8,0.06442,1.036,377.4,"72.38",72.38,115.86,"0.698",0.698,"9.138",9.138,"0.61",0.61,30.84,"2.4",2.4,"0.548",0.548,"< 0.2",0.2,3.03613011903634,NA,2012-04-10 00:00:00,NA
"3EE48B17-0CB3-4A15-93FC-A6C9575335A7","6CF460DD-6C2C-4515-A61C-B48D45045FC9","PETE","195","2013",FALSE,"A",2013-09-10,2013-09-16,"73",3.7,11.6,0.225,5.871,168.4,"69.54",69.54,33.76,"3.676",3.676,"159.78",159.78,"23.34",23.34,2.804,"9.252",9.252,"0.792",0.792,"6",6,7.33793783166514,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"41F23D2E-8930-497C-A5F3-F37E3E4EC864","C6E9FEAF-927B-4367-AE8D-E1A0D8624641","VAFO","156","2013",FALSE,"A",2013-07-25,2013-08-23,"92",5.39,5.4,0.175,2.33,664.4,"77.06",77.06,146.98,"1.398",1.398,"29.06",29.06,"< 0.2",0.2,81.42,"9.064",9.064,"3.858",3.858,"0.4",0.4,5.16820502878553,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"42324C3A-710C-460F-9CAA-56F605F34257","94AF8A20-71CF-48B4-A7F2-48B2AA18A751","FRSP","128","2012",FALSE,"O",2012-08-27,2012-09-05,"39",3.6,28,0.59,16.5,217,"221",221,121,"25.135",25,"174.25",174,"62.05",62,21,"15.61",16,"29",28.69,"8.296",8.3,11,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"4364140E-833C-4527-BFFD-69DC2D80AE86","458BFC23-2453-4F17-A1BD-69CECD3A3045","FRSP_FRED","008","2011",FALSE,"A",2011-08-22,2011-09-12,"43",5,4.5,0.08745,1.881,71.5,"62.84",62.84,23.42,"0.93",0.93,"83.54",83.54,"3.182",3.182,25.26,"2.61",2.61,"0.704",0.704,"1.386",1.386,2.10832114026502,NA,2012-04-10 00:00:00,NA
"44EEC889-8E0D-4C9B-929B-F0F2E5F44821","B983989E-AFE6-4FAA-B5EF-97B87DFA5082","GETT","031","2012",FALSE,"10 cm",2012-08-06,2012-09-27,"64",5.6,9.8,0.29,3.9,2000,"110.86",111,529,"2.976",3,"2.542",2.5,"0.502",0.5,24,"20.3",20,"0.5",0.452,"0.1952",0.2,14.9,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"45E12B85-978F-4A33-8B1A-63CE1615EF93","AE43B9B7-C43D-45A0-98E8-04DE699489C8","RICH","230","2013",FALSE,"A",2013-09-05,2013-09-16,"84",4.28,4.1,0.117,1.86,94.72,"38.08",38.08,20.1,"1.482",1.482,"98.42",98.42,"22.28",22.28,11.278,"4.978",4.978,"0.588",0.588,"2.4",2.4,3.15806688137413,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"460522AC-F03D-48AD-AF7B-002048E5BB14","DDEFD8BD-A587-4FA9-86D2-08B5A6A72AEC","RICH","016","2011",FALSE,"10 cm",2011-09-07,2011-09-22,"88",5.11,2.4,0.06686,1.269,218.4,"33.38",33.38,47.78,"1.278",1.278,"31.2",31.2,"1.432",1.432,76.58,"2.29",2.29,"3.602",3.602,"0.396",0.396,1.97657839453548,NA,2012-04-10 00:00:00,NA
"46547BAB-A2CD-490D-A877-6D3A8340652F","01D8C05E-B037-4F8E-B13F-BCA450EFF10C","THST","217","2013",FALSE,"A",2013-08-28,2013-09-13,"90",4.47,6.3,0.253,3.686,197.8,"78.98",78.98,125.6,"4.24",4.24,"107.3",107.3,"11.196",11.196,2.306,"6.478",6.478,"2.024",2.024,"2.4",2.4,4.65290495826887,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"4690A8D3-6005-436F-92B7-7E2F1B419B25","11CB71AE-82BA-413E-905A-9F060DE95206","FRSP_CHWILD","044","2011",FALSE,"O",2011-08-29,2011-09-14,"18",4.15,31.2,0.6773,17.57,479,"352.35",352.35,161.75,"26.67",26.67,"293.95",293.95,"39.88",39.88,161.1,"12.97",12.97,"10.825",10.825,NA,NA,NA,NA,2012-04-10 00:00:00,NA
"474334BC-F6EB-4DCE-89EF-29CF1C2011AD","A5B2FA1E-B566-4A51-A791-500B48236B43","RICH","154","2012",FALSE,"O",2012-09-17,2012-09-27,"123",3.7,NA,NA,NA,383,"158.4883721",158,117,"18.43023256",18,"667.4418605",667,"83.6627907",84,67,"29.68604651",30,"7.3",7.337209302,NA,NA,NA,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"47B58371-BFFA-4A9B-86E5-00F45BFA8DA8","673E1F08-79BA-41D0-A56B-4B3C33405A08","APCO","183","2013",FALSE,"A",2013-08-05,2013-08-26,"6",5.14,9.4,0.217,2.888,582.6,"39.32",39.32,196.8,"0.872",0.872,"54.3",54.3,"3.642",3.642,17.358,"14.88",14.88,"0.926",0.926,"1.2",1.2,5.89801139844021,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"4891C1E4-BBAC-487D-9108-C0FB7990A724","2B5C2886-36C4-4271-BF4C-F41649F3ADDE","FRSP","201","2013",FALSE,"A",2013-08-19,2013-09-13,"16",5.38,4.9,0.135,2.602,366.4,"81.1",81.1,68.28,"0.904",0.904,"30",30,"0.876",0.876,24.96,"4.98",4.98,"< 0.2",0.2,"0.4",0.399999999999997,3.02304436235041,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"495FB1C7-2111-472F-A318-25FBAC536F0F","E363F784-D2F7-44F9-A584-8138D4148AA6","FRSP","152","2012",FALSE,"A",2012-08-27,2012-09-05,"55",NA,3.9,0.06,1.74,10,"18.1",18,14,"2.332",2.3,"155.26",155,"6.998",7,23,"2.824",2.8,"1.2",1.17,"2.928",2.9,3.2,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"49F7E0D4-FBD1-4067-BBF0-CDCE265E699C","9FAF72BC-99F3-4EA6-AB2F-C11624CC3FD4","GEWA","143","2012",FALSE,"10 cm",2012-08-23,2012-09-05,"81",4,8.6,0.29,3.8,310,"134.58",135,89,"4.414",4.4,"515.4",515,"30.58",31,24,"9.632",9.6,"4.5",4.46,"8.3936",8.4,11.1,"o present but not collected",2013-05-14 10:21:09,"Adam J Kozlowski"
"4A1E74AF-C640-4A69-92C2-AD18B081CD23","0D60B1BD-80BA-44AF-BDB2-B25B91421502","FRSP","232","2013",FALSE,"A",2013-09-18,2013-09-25,"43",5.07,4.4,0.074,1.54,311,"71.76",71.76,63.98,"0.592",0.592,"40.5",40.5,"0.476",0.476,18.776,"3.538",3.538,"0.728",0.728,"0.8",0.800000000000003,3.08049638260028,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"4BF9E3B0-0B36-4AC3-91CB-75E0E326B823","F362F24F-7FEC-4072-AE1F-3D2E8581BC5D","BOWA","261","2010",FALSE,"10cm",2010-08-16,2010-08-31,"24",5.9,9.3,0.151,2.478,888.8,"144.98",144.98,198.12,"2",2,"6.78",6.78,"1.4",1.4,43.5,"3.02",3.02,"0.28",0.28,"< 0.2",0.2,NA,NA,2011-06-07 10:38:37,NA
"4CB4CC13-11F8-4C1F-9CA6-685C6185CE83","1AAACEDC-0F96-43F5-9564-64E6314D990F","RICH","219","2013",FALSE,"A",2013-09-17,2013-09-25,"81",4.22,6.1,0.106,2.808,34.12,"42.22",42.22,16.8,"1.786",1.786,"314.6",314.6,"16.5",16.5,11.838,"11.74",11.74,"1.29",1.29,"6",6,6.46789462284108,NA,2014-11-27 07:42:43,"Jim A Comiskey"
"4D3512FA-19FA-42B0-ABBD-737C3F9B6192","66BD00CB-9EE4-46B6-B206-194850D03D53","VAFO","036","2012",FALSE,"O",2012-08-01,2012-09-05,"128",3.7,19.7,0.48,10,704,"45.86",46,85,"11.342",11,"596.8",597,"50.32",50,70,"11.636",12,"4.9",4.9,"10.3456",10.3,14.7,"Not collected 2011",2013-05-14 10:21:09,"Adam J Kozlowski"
"4E2BF9D6-2552-4109-93CB-12201BA177F8","9C38F6B8-4803-4990-A4A2-3F56B1D14DA6","PETE_EAST","313","2010",FALSE,"O",2010-09-14,2010-09-22,"93",4.62,18.5,0.2932,8.966,711.85,"100.65",100.65,109.25,"7.1",7.1,"48.7",48.7,"8.1",8.1,56.5,"10.1",10.1,"3.8",3.8,"2.475",2.47499999999997,NA,NA,2011-06-07 10:38:37,NA
"4E2FD85E-DB1A-4469-95B6-7877F5343BC5","61135A9A-F53B-43FF-89C7-86BAC0E36DDE","PETE","110","2012",FALSE,"A",2012-09-11,2012-09-27,"106",4.4,4.3,0.07,1.98,41,"33.2",33,14,"2.26",2.3,"175.74",176,"15.456",15,3.8,"1.336",1.3,"0.6",0.62,"2.928",2.9,3.3,NA,2013-05-14 10:21:09,"Adam J Kozlowski"
"4F2EFDCC-106F-4F8B-8D52-734075320669","0D8FAA53-AC82-4E4F-BEF1-9F127654B942","FRSP","228","2013",FALSE,"A",2013-08-27,2013-09-12,"41",4.6,2.5,0.047,1.021,21.84,"30.22",30.22,14.52,"0.534",0.534,"103.46",103.46,"1.766",1.766,12.474,"3.302",3.302,"1.048",1.048,"2",2,2.32035169713618,NA,2014-11-27 07:42:43,"Jim A Comiskey"
